,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,825.8748575000001,444.1803930000001,294.25349,960.7195220000001,327.68481800000006,749.0635860000001,153.68532150000004,703.6190590000001,181.979473,290.5329755,372.24570800000004,356.75837050000007
1,0.0,0.0,616.8390355,742.9077395,332.11247900000006,950.3740990000001,556.69131,729.398517,124.18416450000001,680.5746115000001,644.2353360000001,1023.1924210000001,856.2288545
2,0.0,615.06347,0.0,425.25919,749.9081345000001,386.17069000000004,277.22985600000004,299.574264,492.8076715000001,303.24858300000005,326.58797100000004,699.9542160000001,636.8559010000001
3,0.0,741.8476120000001,482.001478,0.0,854.0292380000001,443.22450150000003,778.5363150000001,222.24891950000003,619.5918135000001,200.20300550000002,123.95318700000001,367.71736450000003,248.13853600000002
4,0.0,333.789731,753.3147565,858.2875155000002,0.0,1086.8498200000001,843.7690990000001,865.8742380000001,301.59502100000003,817.0503325000001,780.7110570000001,1160.634694,993.6711275000001
5,0.0,958.92382,359.91980100000006,443.83688800000004,1093.7684845,0.0,664.802994,228.83710850000003,836.6680215,296.60472250000004,415.36032350000005,660.2782040000001,597.179889
6,0.0,556.5349560000001,276.879244,691.2848605000001,843.2076460000002,689.556675,0.0,602.960249,553.623455,606.6345680000001,592.6136415000001,1003.3402010000001,940.2418860000001
7,0.0,728.9069495,300.891428,222.04163200000002,863.751614,229.59755750000002,605.774621,0.0,606.651151,74.54295400000001,193.5650675,438.4829480000001,375.384633
8,0.0,123.24840950000001,494.85922550000004,620.9279295000001,298.12325150000004,828.3942890000001,551.7081185000001,607.4187070000002,0.0,558.5948015,522.255526,902.6624390000001,735.6988725000001
9,0.0,679.4256465000001,302.45970600000004,201.55096650000004,814.2703110000001,296.64854900000006,607.342899,75.4159305,557.1698480000001,0.0,143.274751,417.99228250000004,354.89396750000003
10,0.0,643.6265030000001,342.03858900000006,124.502795,778.4711675000001,414.795317,680.315206,193.819735,521.3707045000001,142.436125,0.0,421.4510225,364.1283295
11,0.0,1008.2310015000002,699.3382760000001,368.33804250000003,1143.4108795000002,660.5612995000001,1004.2214690000001,439.58571750000004,894.4656990000002,417.53861900000004,423.297658,0.0,157.84410100000002
12,0.0,855.917331,635.7093050000001,247.93361750000003,991.097209,596.9323285,940.592498,375.9567465,742.1520285,353.909648,364.19347700000003,150.16024950000002,0.0
