,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,824.1928675000001,0.0,616.842589,743.728598,332.05799200000007,961.5166905000001,559.0674170000001,729.4281295000001,124.180611,680.582903,644.2507345,1022.9116945000001,856.2691275000001
2,433.07925900000004,615.0587320000001,0.0,426.09544700000004,749.9152415,363.4898840000001,276.4623,299.58729350000004,493.0966895,303.2497675,326.6175835,699.6332165000001,636.8594545
3,291.450963,718.7178805000001,425.3551345,0.0,853.9084190000001,443.230424,729.1947830000001,222.25839550000003,619.8879385,200.21011250000004,123.95792500000002,367.403472,248.15393450000002
4,960.6756955000001,333.78854650000005,753.325417,815.2795050000001,0.0,1097.9995185,844.0344270000002,865.9109575,299.93553650000007,817.065731,780.7335625000001,1160.3539675000002,993.7114005000001
5,319.6124505,958.9261890000001,359.38559150000003,441.14688850000005,1093.7826985000002,0.0,664.7970715,225.33217300000004,836.9641465000001,293.097418,411.86367950000005,656.4439775000001,593.6702155
6,736.4557680000001,560.1500500000001,277.023753,692.1732355000001,843.243181,666.8675775,0.0,602.9638025,553.9172110000001,606.6262765,592.695372,1003.0097255000001,940.2359635000001
7,149.5585235,728.9152410000002,300.3714325,222.873151,863.7717505000002,229.58808150000002,605.7829125000001,0.0,606.9531985000001,74.554799,193.58994200000004,438.17024000000004,375.396478
8,702.2154265,123.24248700000003,494.86514800000003,621.751157,298.13509650000003,839.5392495,551.972262,607.4506885000001,0.0,558.6054620000001,522.2732935,902.385266,735.7426990000001
9,179.74313700000002,679.4315690000001,301.92075850000003,202.38367000000002,814.2880785000001,296.65328700000003,607.3322385,75.4206685,557.4695265,0.0,143.29725650000003,417.6807590000001,354.906997
10,288.61527,643.6324255000001,327.1375790000001,125.334314,778.4889350000001,414.82256050000007,630.9772275000001,193.85053200000002,521.670383,142.462184,0.0,421.14305250000007,364.1496505
11,375.10390650000005,1018.6925055000002,698.7957750000002,369.15416300000004,1153.8830440000002,660.5565615,1004.207255,439.584533,939.543031,417.53625000000005,423.29292000000004,0.0,157.931754
12,358.02697,860.387634,635.1739110000001,248.7627675,995.5781725,596.9346975000001,940.5853910000001,375.962669,746.6294385,353.91438600000004,364.20295300000004,150.15432700000002,0.0
