,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,884.3107176,0.0,660.115376,795.0285792000001,355.3475756,1017.0499867999999,599.0005772000001,780.5716012,132.8964516,728.3223968,689.4336964,1094.6309096000002,916.2986036
2,465.7910284,658.213976,0.0,455.093752,802.5188276,413.26168440000004,296.6805124,320.58998360000004,527.3811772,324.5220788,349.50013680000006,748.714278,681.537816
3,314.2266316,793.8928096000001,515.8168624,0.0,913.9459380000001,474.3194412,833.155452,237.8410556,663.0600108,214.24848440000002,132.6492696,393.16895680000005,265.5469888
4,1030.3597868,357.20714480000004,806.1644452,918.5016924000001,0.0,1163.099056,902.9647192,926.6206704000001,322.7537768,874.371466,835.4827656,1241.7156080000002,1063.383302
5,345.7848012,1026.198256,385.17040080000004,474.9747904,1170.5031076,0.0,711.4417676,244.89144680000004,895.3654572,317.413378,444.50041880000003,706.2547484,639.0782864
6,790.4626840000001,599.4188852000001,296.30150000000003,739.7827684000001,902.3613416000001,737.93334,0.0,645.2616392,592.463564,649.1937344,634.1891532000001,1073.3859336,1006.2094716000001
7,162.3656164,780.0442796,322.0008224,237.6192256,924.3491312,245.70524600000002,648.2721892,0.0,649.2114808,79.7726032,207.144854,468.8991836,401.7227216
8,753.7732695999999,131.8950476,529.577928,664.4911312,319.0384412,886.5125388000001,590.4151224,650.0341532000001,0.0,597.7849488,558.8962484,965.645004,787.3126980000001
9,194.6665996,727.0915572,323.6740544,215.6960836,871.3964088,317.4552088,649.9454211999999,80.70175400000001,596.2587584,0.0,153.3263608,446.97604160000003,379.7995796
10,311.1565044,688.7808824000001,366.03344360000006,133.237436,833.0857340000001,443.8957736,728.0435248,207.41738800000002,557.9480836,152.4289,0.0,450.6723632,389.6741836
11,401.42103280000003,1096.581746,748.4011808,394.179234,1241.2453284,706.9037596000001,1074.6725476000001,470.42537400000003,974.835104,446.8315352,452.9946064,0.0,169.0053052
12,383.15491679999997,915.9639572,680.3107792000001,265.3264264,1060.6275396,638.813358,1006.5821460000001,402.3349724,794.2173152,378.7411336,389.742634,160.69491960000002,0.0
